"space","start","end","width","names","peak","strand","feature","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_id","entrezgene"
"1",172326241,172326527,287,"0151 ENSMUSG00000038026","0151","-","ENSMUSG00000038026",172321033,172329263,"inside",3022,2736,"NearestStart","Kcnj9","16524"
"1",178338128,178338328,201,"0156 ENSMUSG00000039630","0156","-","ENSMUSG00000039630",178323074,178337797,"upstream",-331,331,"NearestStart","Hnrnpu","51810"
"1",182019936,182020262,327,"0163 ENSMUSG00000022995","0163","-","ENSMUSG00000022995",181904445,182019980,"overlapStart",44,44,"NearestStart","Enah","13800"
"1",182030258,182030740,483,"0164 ENSMUSG00000022995","0164","-","ENSMUSG00000022995",181904445,182019980,"upstream",-10278,10278,"NearestStart","Enah","13800"
"1",189916499,189916699,201,"0170 ENSMUSG00000026603","0170","-","ENSMUSG00000026603",189880492,189922363,"inside",5864,5664,"NearestStart","Smyd2","226830"
"1",191062818,191063021,204,"0171 ENSMUSG00000026632","0171","-","ENSMUSG00000026632",191045826,191062932,"overlapStart",114,89,"NearestStart","Tatdn3","68972"
"1",192834615,192835035,421,"0174 ENSMUSG00000047384","0174","-","ENSMUSG00000047384",192833169,192834719,"overlapStart",104,104,"NearestStart","A730013G03Rik","320952"
"1",9848230,9848431,202,"0004 ENSMUSG00000025915","0004","+","ENSMUSG00000025915",9798130,9902556,"inside",50100,50100,"Overlapping","Sgk3","170755"
"1",36770851,36771051,201,"0022 ENSMUSG00000026117","0022","+","ENSMUSG00000026117",36761861,36782816,"inside",8990,8990,"Overlapping","Zap70","22637"
"1",42713424,42713647,224,"0029 ENSMUSG00000093436","0029","+","ENSMUSG00000093436",42694925,42740968,"inside",18499,18499,"Overlapping","Gm20646",
"1",43098477,43098763,287,"0030 ENSMUSG00000010290","0030","+","ENSMUSG00000010290",43098710,43115947,"overlapStart",-233,53,"Overlapping","AI597479","98404"
"1",53823813,53824109,297,"0035 ENSMUSG00000042807","0035","-","ENSMUSG00000042807",53806882,54195168,"inside",371355,16931,"Overlapping","Hecw2","329152"
"1",54484950,54485152,203,"0036 ENSMUSG00000073678","0036","-","ENSMUSG00000073678",54473000,54557684,"inside",72734,11950,"Overlapping","Pgap1","241062"
"1",55087662,55088214,553,"0038 ENSMUSG00000025980","0038","-","ENSMUSG00000025980",55077835,55088243,"inside",581,29,"Overlapping","Hspd1","15510"
"1",62181680,62181992,313,"0043 ENSMUSG00000052062","0043","+","ENSMUSG00000052062",61638824,62642284,"inside",542856,460292,"Overlapping","Pard3b","72823"
"1",72255217,72255433,217,"0051 ENSMUSG00000097131","0051","+","ENSMUSG00000097131",72236465,72274869,"inside",18752,18752,"Overlapping","AC120136.1",
"1",74784128,74784579,452,"0056 ENSMUSG00000033227","0056","+","ENSMUSG00000033227",74771892,74785319,"inside",12236,740,"Overlapping","Wnt6","22420"
"1",75443112,75443421,310,"0059 ENSMUSG00000033021","0059","+","ENSMUSG00000033021",75435930,75443179,"overlapEnd",7182,67,"Overlapping","Gmppa","69080"
"1",75492725,75492925,201,"0060 ENSMUSG00000026211","0060","-","ENSMUSG00000026211",75479310,75506452,"inside",13727,13415,"Overlapping","Obsl1","98733"
"1",79776020,79776253,234,"0064 ENSMUSG00000026248","0064","+","ENSMUSG00000026248",79776018,79781445,"inside",2,2,"Overlapping","Mrpl44","69163"
"1",89756425,89756693,269,"0080 ENSMUSG00000055013","0080","+","ENSMUSG00000055013",89454811,89895282,"inside",301614,138589,"Overlapping","Agap1","347722"
"1",97769773,97770122,350,"0090 ENSMUSG00000040648","0090","-","ENSMUSG00000040648",97706048,97770411,"inside",638,289,"Overlapping","Ppip5k2","227399"
"1",118648001,118648326,326,"0093 ENSMUSG00000026380","0093","+","ENSMUSG00000026380",118627945,118685167,"inside",20056,20056,"Overlapping","Tfcp2l1","81879"
"1",130462508,130462721,214,"0106 ENSMUSG00000026399","0106","-","ENSMUSG00000026399",130439027,130462744,"inside",236,23,"Overlapping","Cd55","13136"
"1",132200976,132201202,227,"0109 ENSMUSG00000079330","0109","+","ENSMUSG00000079330",132191436,132257381,"inside",9540,9540,"Overlapping","Lemd1","213409"
"1",132222225,132222550,326,"0110 ENSMUSG00000079330","0110","+","ENSMUSG00000079330",132191436,132257381,"inside",30789,30789,"Overlapping","Lemd1","213409"
"1",135344077,135344357,281,"0119 ENSMUSG00000048096","0119","+","ENSMUSG00000048096",135324807,135368065,"inside",19270,19270,"Overlapping","Lmod1","93689"
"1",135507819,135508164,346,"0121 ENSMUSG00000009418","0121","-","ENSMUSG00000009418",135434580,135585355,"inside",77536,73239,"Overlapping","Nav1","215690"
"1",136415251,136415532,282,"0124 ENSMUSG00000097403","0124","-","ENSMUSG00000097403",136411916,136415519,"overlapStart",268,13,"Overlapping","AC122127.1",
"1",136427567,136427913,347,"0125 ENSMUSG00000026404","0125","+","ENSMUSG00000026404",136415271,136440158,"inside",12296,12245,"Overlapping","Ddx59","67997"
"1",153900164,153900364,201,"0133 ENSMUSG00000026473","0133","+","ENSMUSG00000026473",153899944,153909723,"inside",220,220,"Overlapping","Glul","14645"
"1",161968998,161969298,301,"0139 ENSMUSG00000086277","0139","-","ENSMUSG00000086277",161942086,161979636,"inside",10638,10338,"Overlapping","4930558K02Rik","75368"
"1",171345590,171345790,201,"0147 ENSMUSG00000006412","0147","+","ENSMUSG00000006412",171345670,171359254,"overlapStart",-80,80,"Overlapping","Pfdn2","18637"
"1",172312347,172312547,201,"0150 ENSMUSG00000038034","0150","+","ENSMUSG00000038034",172261641,172319841,"inside",50706,7294,"Overlapping","Igsf8","140559"
"1",180813724,180814038,315,"0157 ENSMUSG00000060743","0157","-","ENSMUSG00000060743",180800832,180813943,"overlapStart",219,95,"Overlapping","H3f3a","15078"
"1",191062818,191063021,204,"0171 ENSMUSG00000062510","0171","+","ENSMUSG00000062510",191063012,191084558,"overlapStart",-194,9,"Overlapping","Nsl1","381318"
"1",192515493,192515744,252,"0173 ENSMUSG00000037375","0173","-","ENSMUSG00000037375",192512828,192771213,"inside",255720,2665,"Overlapping","Hhat","226861"
"1",194976325,194976532,208,"0175 ENSMUSG00000097325","0175","-","ENSMUSG00000097325",194955759,194976959,"inside",634,427,"Overlapping","AC162692.1",
"10",4107819,4108034,216,"0178 ENSMUSG00000065792","0178","+","ENSMUSG00000065792",4104313,4104469,"downstream",3506,3350,"NearestStart","Gm25515",
"10",4254533,4254733,201,"0179 ENSMUSG00000038587","0179","+","ENSMUSG00000038587",4266329,4359468,"upstream",-11796,11596,"NearestStart","Akap12","83397"
"10",7662963,7663248,286,"0185 ENSMUSG00000040034","0185","+","ENSMUSG00000040034",7667503,7678881,"upstream",-4540,4255,"NearestStart","Nup43","69912"
"10",19208133,19208430,298,"0191 ENSMUSG00000045591","0191","+","ENSMUSG00000045591",19356560,19358606,"upstream",-148427,148130,"NearestStart","Olig3","94222"
"10",20379042,20379267,226,"0192 ENSMUSG00000019992","0192","+","ENSMUSG00000019992",20347819,20361669,"downstream",31223,17373,"NearestStart","Mtfr2","71804"
"10",21101882,21102333,452,"0193 ENSMUSG00000097923","0193","+","ENSMUSG00000097923",21145094,21154374,"upstream",-43212,42761,"NearestStart","AC153556.1",
"10",23813101,23813415,315,"0196 ENSMUSG00000037455","0196","+","ENSMUSG00000037455",23796986,23827968,"inside",16115,14553,"NearestStart","Slc18b1","76306"
"10",25029430,25029685,256,"0197 ENSMUSG00000093282","0197","+","ENSMUSG00000093282",25054140,25054224,"upstream",-24710,24455,"NearestStart","Gm22566",
"10",26334163,26334365,203,"0199 ENSMUSG00000088978","0199","+","ENSMUSG00000088978",26357947,26358046,"upstream",-23784,23582,"NearestStart","Gm23757",
"10",40883642,40883930,289,"0205 ENSMUSG00000019831","0205","+","ENSMUSG00000019831",40883475,40938570,"inside",167,167,"NearestStart","Wasf1","83767"
"10",41467449,41467705,257,"0206 ENSMUSG00000019823","0206","+","ENSMUSG00000019823",41476314,41487032,"upstream",-8865,8609,"NearestStart","Mical1","171580"
"10",43477596,43477920,325,"0207 ENSMUSG00000038214","0207","+","ENSMUSG00000038214",43479140,43515396,"upstream",-1544,1220,"NearestStart","Bend3","331623"
"10",43742712,43743012,301,"0209 ENSMUSG00000094852","0209","+","ENSMUSG00000094852",43821231,43822238,"upstream",-78519,78219,"NearestStart","Gm9034","668192"
"10",44391945,44392159,215,"0210 ENSMUSG00000089260","0210","+","ENSMUSG00000089260",44359676,44359768,"downstream",32269,32177,"NearestStart","Mir1929","100316688"
"10",52704528,52704776,249,"0212 ENSMUSG00000038602","0212","+","ENSMUSG00000038602",52690533,53111622,"inside",13995,13995,"NearestStart","Slc35f1","215085"
"10",56374285,56374510,226,"0213 ENSMUSG00000050953","0213","+","ENSMUSG00000050953",56377300,56390419,"upstream",-3015,2790,"NearestStart","Gja1","14609"
"10",58323486,58323712,227,"0214 ENSMUSG00000019920","0214","+","ENSMUSG00000019920",58323466,58424691,"inside",20,20,"NearestStart","Lims1","110829"
"10",58446765,58446965,201,"0215 ENSMUSG00000003226","0215","+","ENSMUSG00000003226",58446852,58494155,"overlapStart",-87,87,"NearestStart","Ranbp2","19386"
"10",59879520,59879720,201,"0218 ENSMUSG00000020109","0218","+","ENSMUSG00000020109",59879556,59899302,"overlapStart",-36,36,"NearestStart","Dnajb12","56709"
"10",60002780,60002980,201,"0220 ENSMUSG00000044475","0220","+","ENSMUSG00000044475",60002805,60099990,"overlapStart",-25,25,"NearestStart","Ascc1","69090"
"10",60141736,60142124,389,"0221 ENSMUSG00000058297","0221","+","ENSMUSG00000058297",60106219,60135198,"downstream",35517,6538,"NearestStart","Spock2","94214"
"10",61415997,61416230,234,"0224 ENSMUSG00000037171","0224","+","ENSMUSG00000037171",61417972,61425338,"upstream",-1975,1742,"NearestStart","Nodal","18119"
"10",62137265,62137465,201,"0227 ENSMUSG00000044312","0227","+","ENSMUSG00000044312",62133090,62134763,"downstream",4175,2502,"NearestStart","Neurog3","11925"
"10",67096220,67096593,374,"0230 ENSMUSG00000037876","0230","+","ENSMUSG00000037876",67096125,67256326,"inside",95,95,"NearestStart","Jmjd1c","108829"
"10",67458922,67459187,266,"0232 ENSMUSG00000037868","0232","+","ENSMUSG00000037868",67535475,67542188,"upstream",-76553,76288,"NearestStart","Egr2","13654"
"10",71310403,71310646,244,"0236 ENSMUSG00000093732","0236","+","ENSMUSG00000093732",71310745,71313977,"upstream",-342,99,"NearestStart","Gm20609",
"10",71448356,71448577,222,"0237 ENSMUSG00000060733","0237","+","ENSMUSG00000060733",71347763,71433327,"downstream",100593,15029,"NearestStart","Ipmk","69718"
"10",74921033,74921233,201,"0238 ENSMUSG00000040009","0238","+","ENSMUSG00000040009",74967177,75016907,"upstream",-46144,45944,"NearestStart","Gnaz","14687"
"10",75881851,75882278,428,"0240 ENSMUSG00000009092","0240","+","ENSMUSG00000009092",75893398,75895941,"upstream",-11547,11120,"NearestStart","Derl3","70377"
"10",76468762,76468987,226,"0241 ENSMUSG00000001150","0241","+","ENSMUSG00000001150",76468971,76515856,"overlapStart",-209,16,"NearestStart","Mcm3ap","54387"
"10",78391062,78391414,353,"0244 ENSMUSG00000064317","0244","+","ENSMUSG00000064317",78393309,78393756,"upstream",-2247,1895,"NearestStart","Gm10146","66094"
"10",78574494,78574970,477,"0245 ENSMUSG00000032763","0245","+","ENSMUSG00000032763",78574500,78584498,"overlapStart",-6,6,"NearestStart","Ilvbl","216136"
"10",80045918,80046118,201,"0249 ENSMUSG00000075706","0249","+","ENSMUSG00000075706",80047166,80056439,"upstream",-1248,1048,"NearestStart","Gpx4","625249"
"10",80050847,80051224,378,"0250 ENSMUSG00000075706","0250","+","ENSMUSG00000075706",80047166,80056439,"inside",3681,3681,"NearestStart","Gpx4","625249"
"10",80264659,80264986,328,"0251 ENSMUSG00000069565","0251","+","ENSMUSG00000069565",80261486,80288408,"inside",3173,3173,"NearestStart","Dazap1","70248"
"10",80755002,80755217,216,"0254 ENSMUSG00000061589","0254","+","ENSMUSG00000061589",80755206,80795461,"overlapStart",-204,11,"NearestStart","Dot1l","208266"
"10",81105837,81106049,213,"0256 ENSMUSG00000035027","0256","+","ENSMUSG00000035027",81105915,81124697,"overlapStart",-78,78,"NearestStart","Map2k2","26396"
"10",81137698,81137898,201,"0257 ENSMUSG00000035011","0257","+","ENSMUSG00000035011",81135220,81152995,"inside",2478,2478,"NearestStart","Zbtb7a","16969"
"10",81192676,81192876,201,"0258 ENSMUSG00000085779","0258","+","ENSMUSG00000085779",81194609,81210877,"upstream",-1933,1733,"NearestStart","2310050B05Rik","69678"
"10",81401946,81402178,233,"0260 ENSMUSG00000085327","0260","+","ENSMUSG00000085327",81409575,81411579,"upstream",-7629,7397,"NearestStart","Gm16104",
"10",81464426,81464670,245,"0261 ENSMUSG00000084849","0261","+","ENSMUSG00000084849",81461159,81462972,"downstream",3267,1454,"NearestStart","Gm16105",
"10",82809399,82809606,208,"0262 ENSMUSG00000056821","0262","+","ENSMUSG00000056821",82812123,82824242,"upstream",-2724,2517,"NearestStart","1700028I16Rik","70003"
"10",84754886,84755203,318,"0266 ENSMUSG00000020037","0266","+","ENSMUSG00000020037",84756062,84906538,"upstream",-1176,859,"NearestStart","Rfx4","71137"
"10",84755835,84756156,322,"0267 ENSMUSG00000020037","0267","+","ENSMUSG00000020037",84756062,84906538,"overlapStart",-227,94,"NearestStart","Rfx4","71137"
"10",84758539,84758772,234,"0268 ENSMUSG00000020037","0268","+","ENSMUSG00000020037",84756062,84906538,"inside",2477,2477,"NearestStart","Rfx4","71137"
"10",84910924,84911193,270,"0269 ENSMUSG00000035620","0269","+","ENSMUSG00000035620",84917616,85016446,"upstream",-6692,6423,"NearestStart","Ric8b","237422"
"10",84913225,84913494,270,"0270 ENSMUSG00000035620","0270","+","ENSMUSG00000035620",84917616,85016446,"upstream",-4391,4122,"NearestStart","Ric8b","237422"
"10",85539528,85540176,649,"0271 ENSMUSG00000020042","0271","+","ENSMUSG00000020042",85386814,85660292,"inside",152714,120116,"NearestStart","Btbd11","74007"
"10",86021860,86022301,442,"0272 ENSMUSG00000001786","0272","+","ENSMUSG00000001786",86021972,86051873,"overlapStart",-112,112,"NearestStart","Fbxo7","69754"
"10",86769816,86770041,226,"0280 ENSMUSG00000054027","0280","+","ENSMUSG00000054027",86779005,86838389,"upstream",-9189,8964,"NearestStart","Nt5dc3","103466"
"10",95598083,95598343,261,"0286 ENSMUSG00000089618","0286","+","ENSMUSG00000089618",95603792,95604116,"upstream",-5709,5449,"NearestStart","Gm23776",
"10",99261769,99262131,363,"0287 ENSMUSG00000019960","0287","+","ENSMUSG00000019960",99263231,99267488,"upstream",-1462,1100,"NearestStart","Dusp6","67603"
"10",99353577,99353829,253,"0288 ENSMUSG00000044633","0288","+","ENSMUSG00000044633",99420522,99423047,"upstream",-66945,66693,"NearestStart","B530045E10Rik","320966"
"10",108287144,108287409,266,"0289 ENSMUSG00000035873","0289","+","ENSMUSG00000035873",108332189,108414391,"upstream",-45045,44780,"NearestStart","Pawr","114774"
"10",111117178,111117454,277,"0290 ENSMUSG00000091086","0290","+","ENSMUSG00000091086",111125851,111126738,"upstream",-8673,8397,"NearestStart","Gm5428","432502"
"10",115469007,115469333,327,"0291 ENSMUSG00000034163","0291","+","ENSMUSG00000034163",115384959,115432772,"downstream",84048,36235,"NearestStart","Zfc3h1","216345"
"10",116562201,116562560,360,"0292 ENSMUSG00000052291","0292","+","ENSMUSG00000052291",116581281,116583515,"upstream",-19080,18721,"NearestStart","5330438D12Rik","327824"
"10",118125841,118126133,293,"0295 ENSMUSG00000020212","0295","+","ENSMUSG00000020212",118141787,118168997,"upstream",-15946,15654,"NearestStart","Mdm1","17245"
"10",118145950,118146212,263,"0296 ENSMUSG00000020212","0296","+","ENSMUSG00000020212",118141787,118168997,"inside",4163,4163,"NearestStart","Mdm1","17245"
"10",122678615,122678815,201,"0299 ENSMUSG00000034613","0299","+","ENSMUSG00000034613",122678762,122945795,"overlapStart",-147,53,"NearestStart","Ppm1h","319468"
"10",126971909,126972349,441,"0300 ENSMUSG00000078429","0300","+","ENSMUSG00000078429",126978717,126999975,"upstream",-6808,6368,"NearestStart","Ctdsp2","52468"
"10",127509257,127509651,395,"0302 ENSMUSG00000040280","0302","+","ENSMUSG00000040280",127514939,127517152,"upstream",-5682,5288,"NearestStart","Ndufa4l2","407790"
"10",127512902,127513102,201,"0303 ENSMUSG00000040280","0303","+","ENSMUSG00000040280",127514939,127517152,"upstream",-2037,1837,"NearestStart","Ndufa4l2","407790"
"10",127516669,127516885,217,"0304 ENSMUSG00000040280","0304","+","ENSMUSG00000040280",127514939,127517152,"inside",1730,267,"NearestStart","Ndufa4l2","407790"
"10",128270552,128270752,201,"0305 ENSMUSG00000040033","0305","+","ENSMUSG00000040033",128270576,128292849,"overlapStart",-24,24,"NearestStart","Stat2","20847"
"10",3891831,3892051,221,"0177 ENSMUSG00000082123","0177","-","ENSMUSG00000082123",3869299,3869607,"upstream",-22224,22224,"NearestStart","Gm16149","100462961"
"10",4333342,4333660,319,"0180 ENSMUSG00000075327","0180","-","ENSMUSG00000075327",4367074,4388108,"downstream",54766,33414,"NearestStart","Zbtb2","381990"
"10",4375295,4375529,235,"0181 ENSMUSG00000075327","0181","-","ENSMUSG00000075327",4367074,4388108,"inside",12813,8221,"NearestStart","Zbtb2","381990"
"10",4387161,4387488,328,"0182 ENSMUSG00000075327","0182","-","ENSMUSG00000075327",4367074,4388108,"inside",947,620,"NearestStart","Zbtb2","381990"
"10",4432251,4432472,222,"0183 ENSMUSG00000019763","0183","-","ENSMUSG00000019763",4401915,4432388,"overlapStart",137,84,"NearestStart","Rmnd1","66084"
"10",6788835,6789070,236,"0184 ENSMUSG00000078488","0184","-","ENSMUSG00000078488",6740629,6761761,"upstream",-27074,27074,"NearestStart","Gm10945",
"10",8055331,8055561,231,"0186 ENSMUSG00000015755","0186","-","ENSMUSG00000015755",7905653,7956230,"upstream",-99101,99101,"NearestStart","Tab2","68652"
"10",12614574,12614827,254,"0187 ENSMUSG00000088516","0187","-","ENSMUSG00000088516",12793875,12793974,"downstream",179400,179048,"NearestStart","Gm23044",
"10",13553033,13553306,274,"0188 ENSMUSG00000019809","0188","-","ENSMUSG00000019809",13523842,13553142,"overlapStart",109,109,"NearestStart","Pex3","56535"
"10",14016681,14016886,206,"0189 ENSMUSG00000097300","0189","-","ENSMUSG00000097300",13967024,14007405,"upstream",-9276,9276,"NearestStart","AC158608.1",
"10",19015242,19015498,257,"0190 ENSMUSG00000019850","0190","-","ENSMUSG00000019850",19000910,19015657,"inside",415,159,"NearestStart","Tnfaip3","21929"
"10",21988527,21988878,352,"0194 ENSMUSG00000097086","0194","-","ENSMUSG00000097086",22046114,22046985,"downstream",58458,57236,"NearestStart","RP23-193J20.5",
"10",23195366,23195566,201,"0195 ENSMUSG00000094033","0195","-","ENSMUSG00000094033",23166865,23166971,"upstream",-28395,28395,"NearestStart","Gm24655",
"10",25588672,25588934,263,"0198 ENSMUSG00000096546","0198","-","ENSMUSG00000096546",25527943,25536272,"upstream",-52400,52400,"NearestStart","Smlr1","100504474"
